case_id,activity,timestamp,resource
VND-0010,Approve Vendor,2026-03-03 23:25,Finance Manager
VND-0010,Reject Application,2026-03-03 23:59,Procurement Officer
VND-0011,Receive Application,2026-02-28 13:44,Vendor Portal
VND-0011,Verify Documents,2026-02-28 13:54,Vendor Portal
VND-0011,Review Application,2026-02-28 19:07,Procurement Officer
VND-0011,Financial Risk Assessment,2026-03-02 22:15,Finance Manager
VND-0011,Compliance Screening,2026-03-07 19:07,Compliance Team
VND-0011,Approve Vendor,2026-03-09 21:39,Finance Manager
VND-0011,Create Vendor Record,2026-03-09 22:32,ERP System
VND-0011,Send Welcome Pack,2026-03-09 22:42,ERP System
VND-0011,Archive Application,2026-03-09 23:08,ERP System
VND-0012,Receive Application,2026-03-04 16:12,Vendor Portal
VND-0012,Verify Documents,2026-03-04 16:18,Vendor Portal
VND-0012,Review Application,2026-03-04 20:40,Procurement Officer
VND-0012,Financial Risk Assessment,2026-03-06 21:33,Finance Manager
VND-0012,Compliance Screening,2026-03-12 00:08,Compliance Team
VND-0012,Approve Vendor,2026-03-12 22:06,Finance Manager
VND-0012,Create Vendor Record,2026-03-12 22:59,ERP System
VND-0012,Send Welcome Pack,2026-03-12 23:06,ERP System
VND-0012,Archive Application,2026-03-12 23:24,ERP System
VND-0013,Receive Application,2026-01-15 00:27,Vendor Portal
VND-0013,Verify Documents,2026-01-15 00:33,Vendor Portal
VND-0013,Review Application,2026-01-15 05:22,Procurement Officer
VND-0013,Compliance Screening,2026-01-19 11:40,Compliance Team
VND-0013,Financial Risk Assessment,2026-01-21 08:32,Finance Manager
VND-0013,Approve Vendor,2026-01-21 23:33,Finance Manager
VND-0013,Create Vendor Record,2026-01-22 00:27,ERP System
VND-0013,Send Welcome Pack,2026-01-22 00:45,ERP System
VND-0013,Archive Application,2026-01-22 00:47,ERP System
VND-0014,Receive Application,2026-02-28 20:24,Vendor Portal
VND-0014,Verify Documents,2026-02-28 20:26,Vendor Portal
VND-0014,Review Application,2026-03-01 00:01,Procurement Officer
VND-0014,Compliance Screening,2026-03-06 11:59,Compliance Team
VND-0014,Financial Risk Assessment,2026-03-08 20:40,Finance Manager
VND-0014,Approve Vendor,2026-03-11 12:36,Finance Manager
VND-0014,Create Vendor Record,2026-03-11 12:46,ERP System
VND-0014,Send Welcome Pack,2026-03-11 12:50,ERP System
VND-0014,Archive Application,2026-03-11 13:15,ERP System
VND-0015,Receive Application,2026-02-18 13:39,Vendor Portal
VND-0015,Verify Documents,2026-02-18 13:49,Vendor Portal
VND-0015,Review Application,2026-02-18 15:24,Procurement Officer
VND-0015,Compliance Screening,2026-02-26 01:11,Compliance Team
VND-0015,Financial Risk Assessment,2026-03-02 04:14,Finance Manager
VND-0015,Approve Vendor,2026-03-03 20:15,Finance Manager
VND-0015,Create Vendor Record,2026-03-03 20:47,ERP System
VND-0015,Send Welcome Pack,2026-03-03 20:55,ERP System
VND-0015,Archive Application,2026-03-03 21:14,ERP System
VND-0016,Receive Application,2026-01-23 15:25,Vendor Portal
VND-0016,Verify Documents,2026-01-23 15:33,Vendor Portal
VND-0016,Review Application,2026-01-23 21:35,Procurement Officer
VND-0016,Financial Risk Assessment,2026-01-30 03:33,Finance Manager
VND-0016,Compliance Screening,2026-02-02 15:21,Compliance Team
VND-0016,Approve Vendor,2026-02-04 02:10,Finance Manager
VND-0016,Create Vendor Record,2026-02-04 02:29,ERP System
VND-0016,Send Welcome Pack,2026-02-04 02:33,ERP System
VND-0016,Archive Application,2026-02-04 02:45,ERP System
VND-0017,Receive Application,2026-01-07 05:57,Vendor Portal
VND-0017,Verify Documents,2026-01-07 06:02,Vendor Portal
VND-0017,Review Application,2026-01-07 06:35,Procurement Officer
VND-0017,Financial Risk Assessment,2026-01-10 01:58,Finance Manager
VND-0017,Compliance Screening,2026-01-15 02:36,Compliance Team
VND-0017,Approve Vendor,2026-01-15 22:13,Finance Manager
VND-0017,Reject Application,2026-01-15 22:25,Procurement Officer
VND-0018,Receive Application,2026-02-04 09:49,Vendor Portal
VND-0018,Verify Documents,2026-02-04 09:54,Vendor Portal
VND-0018,Await Vendor Documents,2026-02-06 23:55,Vendor Portal
VND-0018,Verify Documents,2026-02-07 00:04,Vendor Portal
VND-0018,Review Application,2026-02-07 01:41,Procurement Officer
VND-0018,Financial Risk Assessment,2026-02-14 10:45,Finance Manager
VND-0018,Compliance Screening,2026-02-16 19:55,Compliance Team
VND-0018,Approve Vendor,2026-02-19 07:02,Finance Manager
VND-0018,Create Vendor Record,2026-02-19 07:13,ERP System
VND-0018,Send Welcome Pack,2026-02-19 07:18,ERP System
VND-0018,Archive Application,2026-02-19 07:41,ERP System
VND-0019,Receive Application,2026-02-13 13:38,Vendor Portal
VND-0019,Verify Documents,2026-02-13 13:46,Vendor Portal
VND-0019,Review Application,2026-02-13 20:29,Procurement Officer
VND-0019,Financial Risk Assessment,2026-02-16 11:16,Finance Manager
VND-0019,Compliance Screening,2026-02-21 07:12,Compliance Team
VND-0019,Approve Vendor,2026-02-23 07:18,Finance Manager
VND-0019,Reject Application,2026-02-23 07:53,Procurement Officer
VND-0020,Receive Application,2026-02-05 05:13,Vendor Portal
VND-0020,Verify Documents,2026-02-05 05:16,Vendor Portal
VND-0020,Review Application,2026-02-05 07:23,Procurement Officer
VND-0020,Compliance Screening,2026-02-12 09:53,Compliance Team
VND-0020,Financial Risk Assessment,2026-02-14 05:01,Finance Manager
VND-0020,Approve Vendor,2026-02-15 04:01,Finance Manager
VND-0020,Create Vendor Record,2026-02-15 05:01,ERP System
VND-0020,Send Welcome Pack,2026-02-15 05:05,ERP System
VND-0020,Archive Application,2026-02-15 05:21,ERP System
VND-0021,Receive Application,2026-02-24 10:12,Vendor Portal
VND-0021,Verify Documents,2026-02-24 10:22,Vendor Portal
VND-0021,Await Vendor Documents,2026-03-02 04:30,Vendor Portal
VND-0021,Verify Documents,2026-03-02 04:32,Vendor Portal
VND-0021,Review Application,2026-03-02 11:27,Procurement Officer
VND-0021,Compliance Screening,2026-03-07 03:59,Compliance Team
VND-0021,Financial Risk Assessment,2026-03-09 02:41,Finance Manager
VND-0021,Approve Vendor,2026-03-10 15:32,Finance Manager
VND-0021,Create Vendor Record,2026-03-10 16:02,ERP System
VND-0021,Send Welcome Pack,2026-03-10 16:32,ERP System
VND-0021,Archive Application,2026-03-10 16:35,ERP System
VND-0022,Receive Application,2026-01-20 07:39,Vendor Portal
VND-0022,Verify Documents,2026-01-20 07:47,Vendor Portal
VND-0022,Review Application,2026-01-20 14:58,Procurement Officer
VND-0022,Compliance Screening,2026-01-27 19:12,Compliance Team
VND-0022,Financial Risk Assessment,2026-01-30 10:08,Finance Manager
VND-0022,Approve Vendor,2026-02-02 07:29,Finance Manager
VND-0022,Create Vendor Record,2026-02-02 08:24,ERP System
VND-0022,Send Welcome Pack,2026-02-02 08:43,ERP System
VND-0022,Archive Application,2026-02-02 09:06,ERP System
VND-0023,Receive Application,2026-02-18 15:08,Vendor Portal
VND-0023,Verify Documents,2026-02-18 15:14,Vendor Portal
VND-0023,Await Vendor Documents,2026-02-20 20:57,Vendor Portal
VND-0023,Verify Documents,2026-02-20 20:59,Vendor Portal
VND-0023,Review Application,2026-02-21 02:06,Procurement Officer
VND-0023,Compliance Screening,2026-02-23 18:44,Compliance Team
VND-0023,Financial Risk Assessment,2026-03-01 00:51,Finance Manager
VND-0023,Approve Vendor,2026-03-01 08:16,Finance Manager
VND-0023,Create Vendor Record,2026-03-01 08:53,ERP System
VND-0023,Send Welcome Pack,2026-03-01 09:22,ERP System
VND-0023,Archive Application,2026-03-01 09:40,ERP System
VND-0024,Receive Application,2026-01-19 15:55,Vendor Portal
VND-0024,Verify Documents,2026-01-19 16:05,Vendor Portal
VND-0024,Await Vendor Documents,2026-01-21 03:01,Vendor Portal
VND-0024,Verify Documents,2026-01-21 03:05,Vendor Portal
VND-0024,Await Vendor Documents,2026-01-22 07:43,Vendor Portal
VND-0024,Verify Documents,2026-01-22 07:48,Vendor Portal
VND-0024,Review Application,2026-01-22 11:44,Procurement Officer
VND-0024,Compliance Screening,2026-01-25 20:28,Compliance Team
VND-0024,Financial Risk Assessment,2026-01-30 02:14,Finance Manager
VND-0024,Approve Vendor,2026-01-31 22:49,Finance Manager
VND-0024,Reject Application,2026-01-31 23:04,Procurement Officer
VND-0025,Receive Application,2026-02-12 11:48,Vendor Portal
VND-0025,Verify Documents,2026-02-12 11:58,Vendor Portal
VND-0025,Review Application,2026-02-12 14:41,Procurement Officer
VND-0025,Financial Risk Assessment,2026-02-16 22:27,Finance Manager
VND-0025,Compliance Screening,2026-02-21 17:53,Compliance Team
VND-0025,Approve Vendor,2026-02-22 14:10,Finance Manager
VND-0025,Create Vendor Record,2026-02-22 14:23,ERP System
VND-0025,Send Welcome Pack,2026-02-22 14:46,ERP System
VND-0025,Archive Application,2026-02-22 15:08,ERP System
VND-0026,Receive Application,2026-02-01 15:21,Vendor Portal
VND-0026,Verify Documents,2026-02-01 15:24,Vendor Portal
VND-0026,Await Vendor Documents,2026-02-04 09:48,Vendor Portal
VND-0026,Verify Documents,2026-02-04 09:51,Vendor Portal
VND-0026,Review Application,2026-02-04 10:58,Procurement Officer
VND-0026,Compliance Screening,2026-02-08 21:10,Compliance Team
VND-0026,Financial Risk Assessment,2026-02-12 18:14,Finance Manager
VND-0026,Approve Vendor,2026-02-15 13:56,Finance Manager
VND-0026,Create Vendor Record,2026-02-15 14:05,ERP System
VND-0026,Send Welcome Pack,2026-02-15 14:35,ERP System
VND-0026,Archive Application,2026-02-15 14:44,ERP System
VND-0027,Receive Application,2026-02-07 23:14,Vendor Portal
VND-0027,Verify Documents,2026-02-07 23:23,Vendor Portal
VND-0027,Await Vendor Documents,2026-02-13 17:13,Vendor Portal
VND-0027,Verify Documents,2026-02-13 17:23,Vendor Portal
VND-0027,Review Application,2026-02-13 23:06,Procurement Officer
VND-0027,Financial Risk Assessment,2026-02-16 01:14,Finance Manager
VND-0027,Compliance Screening,2026-02-20 20:25,Compliance Team
VND-0027,Approve Vendor,2026-02-21 20:51,Finance Manager
VND-0027,Create Vendor Record,2026-02-21 21:02,ERP System
VND-0027,Send Welcome Pack,2026-02-21 21:32,ERP System
VND-0027,Archive Application,2026-02-21 21:38,ERP System
VND-0028,Receive Application,2026-01-29 09:44,Vendor Portal
VND-0028,Verify Documents,2026-01-29 09:47,Vendor Portal
VND-0028,Await Vendor Documents,2026-02-03 15:08,Vendor Portal
VND-0028,Verify Documents,2026-02-03 15:18,Vendor Portal
VND-0028,Review Application,2026-02-03 18:12,Procurement Officer
VND-0028,Compliance Screening,2026-02-08 03:42,Compliance Team
VND-0028,Financial Risk Assessment,2026-02-13 05:40,Finance Manager
VND-0028,Approve Vendor,2026-02-15 08:35,Finance Manager
VND-0028,Create Vendor Record,2026-02-15 08:56,ERP System
VND-0028,Send Welcome Pack,2026-02-15 09:14,ERP System
VND-0028,Archive Application,2026-02-15 09:31,ERP System
VND-0029,Receive Application,2026-01-28 04:34,Vendor Portal
VND-0029,Verify Documents,2026-01-28 04:36,Vendor Portal
VND-0029,Review Application,2026-01-28 08:42,Procurement Officer
VND-0029,Compliance Screening,2026-02-02 12:15,Compliance Team
VND-0029,Financial Risk Assessment,2026-02-03 18:16,Finance Manager
VND-0029,Approve Vendor,2026-02-06 02:54,Finance Manager
VND-0029,Create Vendor Record,2026-02-06 03:15,ERP System
VND-0029,Send Welcome Pack,2026-02-06 03:22,ERP System
VND-0029,Archive Application,2026-02-06 03:47,ERP System
VND-0030,Receive Application,2026-02-14 13:12,Vendor Portal
VND-0030,Verify Documents,2026-02-14 13:20,Vendor Portal
VND-0030,Review Application,2026-02-14 14:47,Procurement Officer
VND-0030,Financial Risk Assessment,2026-02-17 11:19,Finance Manager
VND-0030,Compliance Screening,2026-02-22 09:39,Compliance Team
VND-0030,Approve Vendor,2026-02-24 02:53,Finance Manager
VND-0030,Reject Application,2026-02-24 03:26,Procurement Officer
VND-0031,Receive Application,2026-02-27 08:30,Vendor Portal
VND-0031,Verify Documents,2026-02-27 08:38,Vendor Portal
VND-0031,Review Application,2026-02-27 11:45,Procurement Officer
VND-0031,Financial Risk Assessment,2026-03-05 15:19,Finance Manager
VND-0031,Compliance Screening,2026-03-11 04:00,Compliance Team
VND-0031,Approve Vendor,2026-03-11 10:43,Finance Manager
VND-0031,Create Vendor Record,2026-03-11 11:01,ERP System
VND-0031,Send Welcome Pack,2026-03-11 11:24,ERP System
VND-0031,Archive Application,2026-03-11 11:33,ERP System
VND-0032,Receive Application,2026-01-14 16:33,Vendor Portal
VND-0032,Verify Documents,2026-01-14 16:43,Vendor Portal
VND-0032,Review Application,2026-01-14 20:41,Procurement Officer
VND-0032,Financial Risk Assessment,2026-01-18 14:53,Finance Manager
VND-0032,Compliance Screening,2026-01-20 23:12,Compliance Team
VND-0032,Approve Vendor,2026-01-23 21:50,Finance Manager
VND-0032,Create Vendor Record,2026-01-23 22:06,ERP System
VND-0032,Send Welcome Pack,2026-01-23 22:36,ERP System
VND-0032,Archive Application,2026-01-23 22:51,ERP System
VND-0033,Receive Application,2026-01-07 14:08,Vendor Portal
VND-0033,Verify Documents,2026-01-07 14:15,Vendor Portal
VND-0033,Await Vendor Documents,2026-01-13 01:04,Vendor Portal
VND-0033,Verify Documents,2026-01-13 01:12,Vendor Portal
VND-0033,Review Application,2026-01-13 09:04,Procurement Officer
VND-0033,Compliance Screening,2026-01-18 04:49,Compliance Team
VND-0033,Financial Risk Assessment,2026-01-20 17:14,Finance Manager
VND-0033,Approve Vendor,2026-01-22 21:06,Finance Manager
VND-0033,Reject Application,2026-01-22 21:18,Procurement Officer
VND-0034,Receive Application,2026-02-17 04:14,Vendor Portal
VND-0034,Verify Documents,2026-02-17 04:23,Vendor Portal
VND-0034,Await Vendor Documents,2026-02-20 04:07,Vendor Portal
VND-0034,Verify Documents,2026-02-20 04:13,Vendor Portal
VND-0034,Review Application,2026-02-20 12:09,Procurement Officer
VND-0034,Compliance Screening,2026-02-25 02:17,Compliance Team
VND-0034,Financial Risk Assessment,2026-02-27 08:43,Finance Manager
VND-0034,Approve Vendor,2026-02-28 01:54,Finance Manager
VND-0034,Create Vendor Record,2026-02-28 02:16,ERP System
VND-0034,Send Welcome Pack,2026-02-28 02:45,ERP System
VND-0034,Archive Application,2026-02-28 02:49,ERP System
VND-0035,Receive Application,2026-01-30 17:45,Vendor Portal
VND-0035,Verify Documents,2026-01-30 17:55,Vendor Portal
VND-0035,Review Application,2026-01-31 01:36,Procurement Officer
VND-0035,Compliance Screening,2026-02-05 20:01,Compliance Team
VND-0035,Financial Risk Assessment,2026-02-06 23:47,Finance Manager
VND-0035,Approve Vendor,2026-02-09 22:01,Finance Manager
VND-0035,Create Vendor Record,2026-02-09 22:43,ERP System
VND-0035,Send Welcome Pack,2026-02-09 22:53,ERP System
VND-0035,Archive Application,2026-02-09 22:56,ERP System
VND-0036,Receive Application,2026-01-15 04:48,Vendor Portal
VND-0036,Verify Documents,2026-01-15 04:55,Vendor Portal
VND-0036,Review Application,2026-01-15 08:05,Procurement Officer
VND-0036,Financial Risk Assessment,2026-01-22 07:14,Finance Manager
VND-0036,Compliance Screening,2026-01-26 18:00,Compliance Team
VND-0036,Approve Vendor,2026-01-27 05:53,Finance Manager
VND-0036,Create Vendor Record,2026-01-27 06:34,ERP System
VND-0036,Send Welcome Pack,2026-01-27 06:42,ERP System
VND-0036,Archive Application,2026-01-27 06:52,ERP System
VND-0037,Receive Application,2026-01-09 08:57,Vendor Portal
VND-0037,Verify Documents,2026-01-09 08:59,Vendor Portal
VND-0037,Review Application,2026-01-09 16:21,Procurement Officer
VND-0037,Compliance Screening,2026-01-13 22:09,Compliance Team
VND-0037,Financial Risk Assessment,2026-01-16 23:52,Finance Manager
VND-0037,Approve Vendor,2026-01-19 20:38,Finance Manager
VND-0037,Create Vendor Record,2026-01-19 21:04,ERP System
VND-0037,Send Welcome Pack,2026-01-19 21:25,ERP System
VND-0037,Archive Application,2026-01-19 21:37,ERP System
VND-0038,Receive Application,2026-01-16 16:14,Vendor Portal
VND-0038,Verify Documents,2026-01-16 16:20,Vendor Portal
VND-0038,Review Application,2026-01-16 22:31,Procurement Officer
VND-0038,Compliance Screening,2026-01-23 14:02,Compliance Team
VND-0038,Financial Risk Assessment,2026-01-26 10:34,Finance Manager
VND-0038,Approve Vendor,2026-01-27 10:45,Finance Manager
VND-0038,Create Vendor Record,2026-01-27 11:02,ERP System
VND-0038,Send Welcome Pack,2026-01-27 11:17,ERP System
VND-0038,Archive Application,2026-01-27 11:40,ERP System
VND-0039,Receive Application,2026-02-08 20:15,Vendor Portal
VND-0039,Verify Documents,2026-02-08 20:19,Vendor Portal
VND-0039,Review Application,2026-02-08 23:23,Procurement Officer
VND-0039,Financial Risk Assessment,2026-02-15 14:16,Finance Manager
VND-0039,Compliance Screening,2026-02-19 17:04,Compliance Team
VND-0039,Approve Vendor,2026-02-20 17:48,Finance Manager
VND-0039,Create Vendor Record,2026-02-20 18:20,ERP System
VND-0039,Send Welcome Pack,2026-02-20 18:47,ERP System
VND-0039,Archive Application,2026-02-20 19:07,ERP System
VND-0040,Receive Application,2026-03-01 13:16,Vendor Portal
VND-0040,Verify Documents,2026-03-01 13:25,Vendor Portal
VND-0040,Review Application,2026-03-01 19:40,Procurement Officer
VND-0040,Compliance Screening,2026-03-06 06:01,Compliance Team
VND-0040,Financial Risk Assessment,2026-03-10 03:48,Finance Manager
VND-0040,Approve Vendor,2026-03-12 21:19,Finance Manager
VND-0040,Create Vendor Record,2026-03-12 22:11,ERP System
VND-0040,Send Welcome Pack,2026-03-12 22:18,ERP System
VND-0040,Archive Application,2026-03-12 22:41,ERP System
VND-0041,Receive Application,2026-01-13 01:14,Vendor Portal
VND-0041,Verify Documents,2026-01-13 01:21,Vendor Portal
VND-0041,Await Vendor Documents,2026-01-14 14:06,Vendor Portal
VND-0041,Verify Documents,2026-01-14 14:11,Vendor Portal
VND-0041,Review Application,2026-01-14 16:36,Procurement Officer
VND-0041,Compliance Screening,2026-01-18 22:58,Compliance Team
VND-0041,Financial Risk Assessment,2026-01-20 19:05,Finance Manager
VND-0041,Approve Vendor,2026-01-21 15:47,Finance Manager
VND-0041,Create Vendor Record,2026-01-21 16:31,ERP System
VND-0041,Send Welcome Pack,2026-01-21 17:00,ERP System
VND-0041,Archive Application,2026-01-21 17:26,ERP System
VND-0042,Receive Application,2026-01-11 23:05,Vendor Portal
VND-0042,Verify Documents,2026-01-11 23:10,Vendor Portal
VND-0042,Review Application,2026-01-12 02:56,Procurement Officer
VND-0042,Compliance Screening,2026-01-19 17:55,Compliance Team
VND-0042,Financial Risk Assessment,2026-01-23 00:28,Finance Manager
VND-0042,Approve Vendor,2026-01-25 01:15,Finance Manager
VND-0042,Create Vendor Record,2026-01-25 02:08,ERP System
VND-0042,Send Welcome Pack,2026-01-25 02:37,ERP System
VND-0042,Archive Application,2026-01-25 03:03,ERP System
VND-0043,Receive Application,2026-01-15 00:50,Vendor Portal
VND-0043,Verify Documents,2026-01-15 00:55,Vendor Portal
VND-0043,Review Application,2026-01-15 07:21,Procurement Officer
VND-0043,Compliance Screening,2026-01-23 04:47,Compliance Team
VND-0043,Financial Risk Assessment,2026-01-26 20:12,Finance Manager
VND-0043,Approve Vendor,2026-01-27 17:12,Finance Manager
VND-0043,Create Vendor Record,2026-01-27 17:24,ERP System
VND-0043,Send Welcome Pack,2026-01-27 17:40,ERP System
VND-0043,Archive Application,2026-01-27 17:46,ERP System
VND-0044,Receive Application,2026-02-16 15:01,Vendor Portal
VND-0044,Verify Documents,2026-02-16 15:11,Vendor Portal
VND-0044,Review Application,2026-02-16 22:07,Procurement Officer
VND-0044,Financial Risk Assessment,2026-02-23 22:58,Finance Manager
VND-0044,Compliance Screening,2026-02-28 10:36,Compliance Team
VND-0044,Approve Vendor,2026-03-03 03:29,Finance Manager
VND-0044,Create Vendor Record,2026-03-03 04:27,ERP System
VND-0044,Send Welcome Pack,2026-03-03 04:46,ERP System
VND-0044,Archive Application,2026-03-03 05:02,ERP System
VND-0045,Receive Application,2026-01-19 19:41,Vendor Portal
VND-0045,Verify Documents,2026-01-19 19:50,Vendor Portal
VND-0045,Review Application,2026-01-20 02:44,Procurement Officer
VND-0045,Financial Risk Assessment,2026-01-24 22:14,Finance Manager
VND-0045,Compliance Screening,2026-01-30 16:54,Compliance Team
VND-0045,Approve Vendor,2026-02-02 01:10,Finance Manager
VND-0045,Create Vendor Record,2026-02-02 01:46,ERP System
VND-0045,Send Welcome Pack,2026-02-02 02:08,ERP System
VND-0045,Archive Application,2026-02-02 02:17,ERP System
VND-0046,Receive Application,2026-01-30 07:52,Vendor Portal
VND-0046,Verify Documents,2026-01-30 07:58,Vendor Portal
VND-0046,Review Application,2026-01-30 11:19,Procurement Officer
VND-0046,Compliance Screening,2026-02-05 02:37,Compliance Team
VND-0046,Financial Risk Assessment,2026-02-09 04:21,Finance Manager
VND-0046,Approve Vendor,2026-02-09 18:38,Finance Manager
VND-0046,Create Vendor Record,2026-02-09 19:27,ERP System
VND-0046,Send Welcome Pack,2026-02-09 19:33,ERP System
VND-0046,Archive Application,2026-02-09 19:57,ERP System
VND-0047,Receive Application,2026-01-24 19:23,Vendor Portal
VND-0047,Verify Documents,2026-01-24 19:31,Vendor Portal
VND-0047,Await Vendor Documents,2026-01-27 16:41,Vendor Portal
VND-0047,Verify Documents,2026-01-27 16:51,Vendor Portal
VND-0047,Review Application,2026-01-27 17:52,Procurement Officer
VND-0047,Compliance Screening,2026-02-01 02:20,Compliance Team
VND-0047,Financial Risk Assessment,2026-02-06 20:03,Finance Manager
VND-0047,Approve Vendor,2026-02-09 13:49,Finance Manager
VND-0047,Create Vendor Record,2026-02-09 14:38,ERP System
VND-0047,Send Welcome Pack,2026-02-09 14:40,ERP System
VND-0047,Archive Application,2026-02-09 15:09,ERP System
VND-0048,Receive Application,2026-02-26 17:36,Vendor Portal
VND-0048,Verify Documents,2026-02-26 17:38,Vendor Portal
VND-0048,Review Application,2026-02-26 20:40,Procurement Officer
VND-0048,Financial Risk Assessment,2026-03-05 07:09,Finance Manager
VND-0048,Compliance Screening,2026-03-11 03:40,Compliance Team
VND-0048,Approve Vendor,2026-03-13 16:43,Finance Manager
