case_id,activity,timestamp,resource
ORD-00007,Ship Item,2026-03-10T16:39:52.007577+00:00,Warehouse
ORD-00007,Send Invoice,2026-03-10T16:49:17.801054+00:00,Finance
ORD-00007,Payment Received,2026-03-15T14:08:19.344766+00:00,Finance
ORD-00007,Close Order,2026-03-15T14:45:15.668526+00:00,
ORD-00008,Receive Order,2026-03-03T17:34:04.299292+00:00,
ORD-00008,Credit Check,2026-03-03T19:17:36.166624+00:00,Credit Team
ORD-00008,Approve Order,2026-03-03T20:12:26.735907+00:00,Sales Manager
ORD-00008,Ship Item,2026-03-04T19:57:59.269340+00:00,Warehouse
ORD-00008,Send Invoice,2026-03-04T20:04:44.869210+00:00,Finance
ORD-00008,Payment Received,2026-03-09T04:16:47.616383+00:00,Finance
ORD-00008,Close Order,2026-03-09T04:58:11.150832+00:00,
ORD-00009,Receive Order,2026-03-13T03:15:59.922641+00:00,
ORD-00009,Credit Check,2026-03-13T05:29:04.220584+00:00,Credit Team
ORD-00009,Approve Order,2026-03-13T05:47:26.452121+00:00,Sales Manager
ORD-00009,Ship Item,2026-03-13T14:02:45.964500+00:00,Warehouse
ORD-00009,Send Invoice,2026-03-13T14:06:10.544573+00:00,Finance
ORD-00009,Payment Received,2026-03-15T20:29:04.050688+00:00,Finance
ORD-00009,Close Order,2026-03-15T21:25:41.951077+00:00,
ORD-00010,Receive Order,2026-03-13T14:29:49.803672+00:00,
ORD-00010,Credit Check,2026-03-13T19:54:46.647635+00:00,Credit Team
ORD-00010,Approve Order,2026-03-13T20:51:19.128612+00:00,Sales Manager
ORD-00010,Ship Item,2026-03-14T18:53:23.669043+00:00,Warehouse
ORD-00010,Send Invoice,2026-03-14T18:58:31.449043+00:00,Finance
ORD-00010,Payment Received,2026-03-17T09:07:05.327356+00:00,Finance
ORD-00010,Close Order,2026-03-17T09:22:38.388733+00:00,
ORD-00011,Receive Order,2026-03-09T04:39:13.953070+00:00,
ORD-00011,Credit Check,2026-03-09T09:32:17.774806+00:00,Credit Team
ORD-00011,Approve Order,2026-03-09T11:21:34.058973+00:00,Sales Manager
ORD-00011,Ship Item,2026-03-09T21:32:44.420799+00:00,Warehouse
ORD-00011,Send Invoice,2026-03-09T21:35:42.854009+00:00,Finance
ORD-00011,Payment Received,2026-03-16T21:14:26.349216+00:00,Finance
ORD-00011,Close Order,2026-03-16T21:45:30.072296+00:00,
ORD-00012,Receive Order,2026-03-02T14:33:55.332895+00:00,
ORD-00012,Credit Check,2026-03-02T15:53:15.859414+00:00,Credit Team
ORD-00012,Approve Order,2026-03-02T17:14:08.769477+00:00,Sales Manager
ORD-00012,Ship Item,2026-03-03T12:27:12.940846+00:00,Warehouse
ORD-00012,Send Invoice,2026-03-03T12:32:00.907228+00:00,Finance
ORD-00012,Payment Received,2026-03-04T21:40:53.670097+00:00,Finance
ORD-00012,Close Order,2026-03-04T22:04:24.602371+00:00,
ORD-00013,Receive Order,2026-03-15T06:44:55.408981+00:00,
ORD-00013,Credit Check,2026-03-15T14:31:54.525177+00:00,Credit Team
ORD-00013,Approve Order,2026-03-15T16:17:17.437301+00:00,Sales Manager
ORD-00013,Ship Item,2026-03-15T17:33:08.065918+00:00,Warehouse
ORD-00013,Send Invoice,2026-03-15T17:40:37.255700+00:00,Finance
ORD-00013,Payment Received,2026-03-20T19:50:35.911003+00:00,Finance
ORD-00013,Close Order,2026-03-20T20:23:16.785973+00:00,
ORD-00014,Receive Order,2026-03-05T01:42:45.580599+00:00,
ORD-00014,Credit Check,2026-03-05T03:02:57.489286+00:00,Credit Team
ORD-00014,Approve Order,2026-03-05T04:03:36.510365+00:00,Sales Manager
ORD-00014,Ship Item,2026-03-05T15:29:44.833249+00:00,Warehouse
ORD-00014,Send Invoice,2026-03-05T15:39:19.893850+00:00,Finance
ORD-00014,Payment Received,2026-03-11T21:46:42.058142+00:00,Finance
ORD-00014,Close Order,2026-03-11T22:03:14.455382+00:00,
ORD-00015,Receive Order,2026-03-08T08:13:31.838797+00:00,
ORD-00015,Credit Check,2026-03-08T15:34:12.790459+00:00,Credit Team
ORD-00015,Approve Order,2026-03-08T17:20:37.057449+00:00,Sales Manager
ORD-00015,Ship Item,2026-03-09T01:12:28.286181+00:00,Warehouse
ORD-00015,Send Invoice,2026-03-09T01:19:13.318908+00:00,Finance
ORD-00015,Payment Received,2026-03-13T17:00:43.476518+00:00,Finance
ORD-00015,Close Order,2026-03-13T17:10:44.527529+00:00,
ORD-00016,Receive Order,2026-03-12T00:15:22.514738+00:00,
ORD-00016,Credit Check,2026-03-12T06:35:45.429661+00:00,Credit Team
ORD-00016,Approve Order,2026-03-12T07:46:26.657796+00:00,Sales Manager
ORD-00016,Ship Item,2026-03-12T08:47:14.010795+00:00,Warehouse
ORD-00016,Send Invoice,2026-03-12T08:51:09.055066+00:00,Finance
ORD-00016,Payment Received,2026-03-13T11:39:25.798319+00:00,Finance
ORD-00016,Close Order,2026-03-13T12:35:14.807421+00:00,
ORD-00017,Receive Order,2026-03-13T15:19:21.583142+00:00,
ORD-00017,Credit Check,2026-03-13T18:07:44.464528+00:00,Credit Team
ORD-00017,Approve Order,2026-03-13T18:28:49.393077+00:00,Sales Manager
ORD-00017,Ship Item,2026-03-14T15:40:28.587891+00:00,Warehouse
ORD-00017,Send Invoice,2026-03-14T15:49:59.940591+00:00,Finance
ORD-00017,Payment Received,2026-03-16T04:10:02.690143+00:00,Finance
ORD-00017,Close Order,2026-03-16T04:39:43.096383+00:00,
ORD-00018,Receive Order,2026-03-02T07:19:22.006859+00:00,
ORD-00018,Credit Check,2026-03-02T13:33:59.536450+00:00,Credit Team
ORD-00018,Approve Order,2026-03-02T14:02:28.402676+00:00,Sales Manager
ORD-00018,Ship Item,2026-03-03T01:58:21.783583+00:00,Warehouse
ORD-00018,Send Invoice,2026-03-03T02:04:18.677523+00:00,Finance
ORD-00018,Payment Received,2026-03-05T16:14:24.033966+00:00,Finance
ORD-00018,Close Order,2026-03-05T17:06:52.446931+00:00,
ORD-00019,Receive Order,2026-03-07T06:12:18.484036+00:00,
ORD-00019,Credit Check,2026-03-07T10:44:59.478433+00:00,Credit Team
ORD-00019,Approve Order,2026-03-07T12:16:38.044168+00:00,Sales Manager
ORD-00019,Ship Item,2026-03-07T17:54:13.352217+00:00,Warehouse
ORD-00019,Send Invoice,2026-03-07T17:58:01.679014+00:00,Finance
ORD-00019,Payment Received,2026-03-14T17:16:07.105507+00:00,Finance
ORD-00019,Close Order,2026-03-14T17:55:27.673831+00:00,
ORD-00020,Receive Order,2026-03-07T11:15:10.079705+00:00,
ORD-00020,Credit Check,2026-03-07T12:39:37.192993+00:00,Credit Team
ORD-00020,Approve Order,2026-03-07T13:18:12.786216+00:00,Sales Manager
ORD-00020,Ship Item,2026-03-07T22:04:46.270762+00:00,Warehouse
ORD-00020,Send Invoice,2026-03-07T22:11:03.957470+00:00,Finance
ORD-00020,Payment Received,2026-03-10T07:19:15.434848+00:00,Finance
ORD-00020,Close Order,2026-03-10T07:33:15.004389+00:00,
ORD-00021,Receive Order,2026-03-02T07:54:44.701547+00:00,
ORD-00021,Credit Check,2026-03-02T10:07:46.129710+00:00,Credit Team
ORD-00021,Approve Order,2026-03-02T11:57:50.275792+00:00,Sales Manager
ORD-00021,Ship Item,2026-03-03T08:44:08.086933+00:00,Warehouse
ORD-00021,Send Invoice,2026-03-03T08:45:46.349902+00:00,Finance
ORD-00021,Payment Received,2026-03-05T19:02:07.952359+00:00,Finance
ORD-00021,Close Order,2026-03-05T19:42:36.133694+00:00,
ORD-00022,Receive Order,2026-03-04T08:00:32.597039+00:00,
ORD-00022,Credit Check,2026-03-04T15:31:31.481535+00:00,Credit Team
ORD-00022,Approve Order,2026-03-04T16:46:29.053023+00:00,Sales Manager
ORD-00022,Ship Item,2026-03-05T04:38:46.214002+00:00,Warehouse
ORD-00022,Send Invoice,2026-03-05T04:46:49.908491+00:00,Finance
ORD-00022,Payment Received,2026-03-11T01:03:36.352133+00:00,Finance
ORD-00022,Close Order,2026-03-11T01:15:50.403230+00:00,
ORD-00023,Receive Order,2026-03-02T16:36:50.965175+00:00,
ORD-00023,Credit Check,2026-03-02T20:17:27.587997+00:00,Credit Team
ORD-00023,Approve Order,2026-03-02T21:21:29.843406+00:00,Sales Manager
ORD-00023,Ship Item,2026-03-03T15:07:37.323741+00:00,Warehouse
ORD-00023,Send Invoice,2026-03-03T15:14:40.940597+00:00,Finance
ORD-00023,Payment Received,2026-03-10T12:57:52.186169+00:00,Finance
ORD-00023,Close Order,2026-03-10T13:04:40.585433+00:00,
ORD-00024,Receive Order,2026-03-06T23:19:12.135456+00:00,
ORD-00024,Credit Check,2026-03-07T06:16:57.293938+00:00,Credit Team
ORD-00024,Approve Order,2026-03-07T06:58:03.828842+00:00,Sales Manager
ORD-00024,Ship Item,2026-03-07T12:20:33.126461+00:00,Warehouse
ORD-00024,Send Invoice,2026-03-07T12:25:35.377777+00:00,Finance
ORD-00024,Payment Received,2026-03-11T01:10:38.819867+00:00,Finance
ORD-00024,Close Order,2026-03-11T01:28:04.869679+00:00,
ORD-00025,Receive Order,2026-03-04T20:00:47.463102+00:00,
ORD-00025,Credit Check,2026-03-04T23:50:11.993218+00:00,Credit Team
ORD-00025,Approve Order,2026-03-05T01:35:38.492578+00:00,Sales Manager
ORD-00025,Ship Item,2026-03-05T15:15:05.428449+00:00,Warehouse
ORD-00025,Send Invoice,2026-03-05T15:16:32.746147+00:00,Finance
ORD-00025,Payment Received,2026-03-12T15:10:20.777772+00:00,Finance
ORD-00025,Close Order,2026-03-12T16:00:40.315423+00:00,
ORD-00026,Receive Order,2026-03-14T21:39:40.200888+00:00,
ORD-00026,Credit Check,2026-03-15T04:31:34.985717+00:00,Credit Team
ORD-00026,Approve Order,2026-03-15T05:04:02.745714+00:00,Sales Manager
ORD-00026,Ship Item,2026-03-15T17:14:13.830901+00:00,Warehouse
ORD-00026,Send Invoice,2026-03-15T17:17:09.254443+00:00,Finance
ORD-00026,Payment Received,2026-03-19T03:02:08.542101+00:00,Finance
ORD-00026,Close Order,2026-03-19T03:06:36.111417+00:00,
ORD-00027,Receive Order,2026-03-06T15:25:02.358837+00:00,
ORD-00027,Credit Check,2026-03-06T17:54:22.841408+00:00,Credit Team
ORD-00027,Approve Order,2026-03-06T19:31:42.486200+00:00,Sales Manager
ORD-00027,Ship Item,2026-03-07T06:59:37.179016+00:00,Warehouse
ORD-00027,Send Invoice,2026-03-07T07:04:25.603058+00:00,Finance
ORD-00027,Payment Received,2026-03-14T00:55:39.068080+00:00,Finance
ORD-00027,Close Order,2026-03-14T01:55:22.864401+00:00,
ORD-00028,Receive Order,2026-03-09T02:48:09.781977+00:00,
ORD-00028,Credit Check,2026-03-09T04:27:49.296259+00:00,Credit Team
ORD-00028,Approve Order,2026-03-09T05:13:58.555560+00:00,Sales Manager
ORD-00028,Ship Item,2026-03-10T04:30:47.690979+00:00,Warehouse
ORD-00028,Send Invoice,2026-03-10T04:37:00.448336+00:00,Finance
ORD-00028,Payment Received,2026-03-14T10:41:34.440728+00:00,Finance
ORD-00028,Close Order,2026-03-14T11:26:42.274212+00:00,
ORD-00029,Receive Order,2026-03-02T03:15:47.316732+00:00,
ORD-00029,Credit Check,2026-03-02T07:32:04.277071+00:00,Credit Team
ORD-00029,Approve Order,2026-03-02T09:16:36.412391+00:00,Sales Manager
ORD-00029,Ship Item,2026-03-02T13:53:51.842264+00:00,Warehouse
ORD-00029,Send Invoice,2026-03-02T14:03:30.662872+00:00,Finance
ORD-00029,Payment Received,2026-03-04T01:35:40.446453+00:00,Finance
ORD-00029,Close Order,2026-03-04T01:47:38.266815+00:00,
ORD-00030,Receive Order,2026-03-09T15:59:36.515775+00:00,
ORD-00030,Credit Check,2026-03-09T18:15:27.020940+00:00,Credit Team
ORD-00030,Approve Order,2026-03-09T18:43:02.306608+00:00,Sales Manager
ORD-00030,Ship Item,2026-03-10T16:11:38.096218+00:00,Warehouse
ORD-00030,Send Invoice,2026-03-10T16:14:51.052506+00:00,Finance
ORD-00030,Payment Received,2026-03-15T05:51:29.781698+00:00,Finance
ORD-00030,Close Order,2026-03-15T06:29:02.392245+00:00,
ORD-00031,Receive Order,2026-03-07T04:54:54.538939+00:00,
ORD-00031,Credit Check,2026-03-07T09:20:09.672258+00:00,Credit Team
ORD-00031,Approve Order,2026-03-07T11:13:18.321682+00:00,Sales Manager
ORD-00031,Ship Item,2026-03-07T16:55:10.983394+00:00,Warehouse
ORD-00031,Send Invoice,2026-03-07T17:02:37.726966+00:00,Finance
ORD-00031,Payment Received,2026-03-10T03:24:52.524802+00:00,Finance
ORD-00031,Close Order,2026-03-10T03:49:13.606700+00:00,
ORD-00032,Receive Order,2026-03-10T17:43:28.492991+00:00,
ORD-00032,Credit Check,2026-03-10T20:35:45.277290+00:00,Credit Team
ORD-00032,Approve Order,2026-03-10T22:09:42.023592+00:00,Sales Manager
ORD-00032,Ship Item,2026-03-11T00:49:48.593472+00:00,Warehouse
ORD-00032,Send Invoice,2026-03-11T00:54:56.067654+00:00,Finance
ORD-00032,Payment Received,2026-03-18T00:41:34.849793+00:00,Finance
ORD-00032,Close Order,2026-03-18T01:41:21.031218+00:00,
ORD-00033,Receive Order,2026-03-02T08:38:47.325277+00:00,
ORD-00033,Credit Check,2026-03-02T11:08:07.736475+00:00,Credit Team
ORD-00033,Approve Order,2026-03-02T13:01:07.270556+00:00,Sales Manager
ORD-00033,Ship Item,2026-03-03T10:16:42.824137+00:00,Warehouse
ORD-00033,Send Invoice,2026-03-03T10:25:37.630068+00:00,Finance
ORD-00033,Payment Received,2026-03-06T15:38:20.472870+00:00,Finance
ORD-00033,Close Order,2026-03-06T15:48:38.896657+00:00,
ORD-00034,Receive Order,2026-03-13T00:12:06.746714+00:00,
ORD-00034,Credit Check,2026-03-13T05:17:22.046389+00:00,Credit Team
ORD-00034,Approve Order,2026-03-13T07:16:01.614690+00:00,Sales Manager
ORD-00034,Ship Item,2026-03-13T23:18:30.853796+00:00,Warehouse
ORD-00034,Send Invoice,2026-03-13T23:19:35.078274+00:00,Finance
ORD-00034,Payment Received,2026-03-19T20:59:21.861918+00:00,Finance
ORD-00034,Close Order,2026-03-19T21:18:01.662701+00:00,
ORD-00035,Receive Order,2026-03-10T14:58:40.332824+00:00,
ORD-00035,Credit Check,2026-03-10T16:29:06.192913+00:00,Credit Team
ORD-00035,Approve Order,2026-03-10T16:56:13.393537+00:00,Sales Manager
ORD-00035,Ship Item,2026-03-10T20:23:55.972491+00:00,Warehouse
ORD-00035,Send Invoice,2026-03-10T20:29:54.713257+00:00,Finance
ORD-00035,Payment Received,2026-03-13T11:43:00.026521+00:00,Finance
ORD-00035,Close Order,2026-03-13T12:19:41.124109+00:00,
ORD-00036,Receive Order,2026-03-11T09:08:52.564918+00:00,
ORD-00036,Credit Check,2026-03-11T14:24:16.989808+00:00,Credit Team
ORD-00036,Approve Order,2026-03-11T15:07:00.088388+00:00,Sales Manager
ORD-00036,Ship Item,2026-03-12T03:21:10.525746+00:00,Warehouse
ORD-00036,Send Invoice,2026-03-12T03:30:19.407451+00:00,Finance
ORD-00036,Payment Received,2026-03-18T05:20:39.572423+00:00,Finance
ORD-00036,Close Order,2026-03-18T05:27:06.308999+00:00,
ORD-00037,Receive Order,2026-03-07T06:21:23.657747+00:00,
ORD-00037,Credit Check,2026-03-07T06:52:59.391352+00:00,Credit Team
ORD-00037,Approve Order,2026-03-07T08:28:57.442457+00:00,Sales Manager
ORD-00037,Ship Item,2026-03-08T00:08:10.430098+00:00,Warehouse
ORD-00037,Send Invoice,2026-03-08T00:11:31.885940+00:00,Finance
ORD-00037,Payment Received,2026-03-13T10:55:45.988828+00:00,Finance
ORD-00037,Close Order,2026-03-13T11:29:18.937519+00:00,
ORD-00038,Receive Order,2026-03-07T07:43:12.417927+00:00,
ORD-00038,Credit Check,2026-03-07T08:47:04.002149+00:00,Credit Team
ORD-00038,Approve Order,2026-03-07T10:34:47.572427+00:00,Sales Manager
ORD-00038,Ship Item,2026-03-08T08:22:12.858152+00:00,Warehouse
ORD-00038,Send Invoice,2026-03-08T08:28:07.476908+00:00,Finance
ORD-00038,Payment Received,2026-03-14T08:39:01.535217+00:00,Finance
ORD-00038,Close Order,2026-03-14T09:14:23.619082+00:00,
ORD-00039,Receive Order,2026-03-03T09:47:04.829947+00:00,
ORD-00039,Credit Check,2026-03-03T12:35:47.805395+00:00,Credit Team
ORD-00039,Approve Order,2026-03-03T14:25:11.388774+00:00,Sales Manager
ORD-00039,Ship Item,2026-03-04T09:43:50.315619+00:00,Warehouse
ORD-00039,Send Invoice,2026-03-04T09:52:35.095013+00:00,Finance
ORD-00039,Payment Received,2026-03-10T19:19:17.626588+00:00,Finance
ORD-00039,Close Order,2026-03-10T19:32:41.297534+00:00,
ORD-00040,Receive Order,2026-03-04T19:51:55.843033+00:00,
ORD-00040,Credit Check,2026-03-05T02:12:58.981564+00:00,Credit Team
ORD-00040,Approve Order,2026-03-05T04:00:49.030183+00:00,Sales Manager
ORD-00040,Ship Item,2026-03-05T14:21:37.078061+00:00,Warehouse
ORD-00040,Send Invoice,2026-03-05T14:28:12.235276+00:00,Finance
ORD-00040,Payment Received,2026-03-07T12:43:32.685867+00:00,Finance
ORD-00040,Close Order,2026-03-07T13:39:24.464663+00:00,
ORD-00041,Receive Order,2026-03-13T10:35:21.339596+00:00,
ORD-00041,Credit Check,2026-03-13T17:10:12.176034+00:00,Credit Team
ORD-00041,Approve Order,2026-03-13T18:57:45.098123+00:00,Sales Manager
ORD-00041,Ship Item,2026-03-13T20:31:57.408888+00:00,Warehouse
ORD-00041,Send Invoice,2026-03-13T20:39:35.153703+00:00,Finance
ORD-00041,Payment Received,2026-03-16T20:29:40.100286+00:00,Finance
ORD-00041,Close Order,2026-03-16T21:25:35.188523+00:00,
ORD-00042,Receive Order,2026-03-12T13:37:30.999425+00:00,
ORD-00042,Credit Check,2026-03-12T20:12:21.230973+00:00,Credit Team
ORD-00042,Approve Order,2026-03-12T20:55:22.106943+00:00,Sales Manager
ORD-00042,Ship Item,2026-03-13T16:01:56.716299+00:00,Warehouse
ORD-00042,Send Invoice,2026-03-13T16:03:55.087937+00:00,Finance
ORD-00042,Payment Received,2026-03-19T21:39:26.348196+00:00,Finance
ORD-00042,Close Order,2026-03-19T22:31:05.768306+00:00,
ORD-00043,Receive Order,2026-03-04T10:48:31.805528+00:00,
ORD-00043,Credit Check,2026-03-04T14:45:39.992864+00:00,Credit Team
ORD-00043,Approve Order,2026-03-04T15:32:42.695328+00:00,Sales Manager
ORD-00043,Ship Item,2026-03-05T10:50:17.302658+00:00,Warehouse
ORD-00043,Send Invoice,2026-03-05T10:53:20.204221+00:00,Finance
ORD-00043,Payment Received,2026-03-06T14:17:47.847170+00:00,Finance
ORD-00043,Close Order,2026-03-06T14:30:11.526621+00:00,
ORD-00044,Receive Order,2026-03-05T22:22:13.100875+00:00,
ORD-00044,Credit Check,2026-03-06T06:07:19.106684+00:00,Credit Team
ORD-00044,Approve Order,2026-03-06T06:51:37.594138+00:00,Sales Manager
ORD-00044,Ship Item,2026-03-06T22:36:52.282095+00:00,Warehouse
ORD-00044,Send Invoice,2026-03-06T22:41:28.108423+00:00,Finance
ORD-00044,Payment Received,2026-03-13T19:58:36.106267+00:00,Finance
ORD-00044,Close Order,2026-03-13T20:31:14.309960+00:00,
ORD-00045,Receive Order,2026-03-14T11:36:28.926957+00:00,
ORD-00045,Credit Check,2026-03-14T19:23:09.743455+00:00,Credit Team
ORD-00045,Approve Order,2026-03-14T19:56:54.720697+00:00,Sales Manager
ORD-00045,Ship Item,2026-03-15T19:05:12.562042+00:00,Warehouse
ORD-00045,Send Invoice,2026-03-15T19:08:35.913878+00:00,Finance
ORD-00045,Payment Received,2026-03-17T10:45:11.794354+00:00,Finance
ORD-00045,Close Order,2026-03-17T11:11:50.150059+00:00,
ORD-00046,Receive Order,2026-03-11T12:49:43.387921+00:00,
ORD-00046,Credit Check,2026-03-11T17:52:31.026960+00:00,Credit Team
ORD-00046,Approve Order,2026-03-11T19:01:12.992236+00:00,Sales Manager
ORD-00046,Ship Item,2026-03-12T04:52:47.174117+00:00,Warehouse
ORD-00046,Send Invoice,2026-03-12T04:58:58.531660+00:00,Finance
ORD-00046,Payment Received,2026-03-14T17:39:46.678842+00:00,Finance
ORD-00046,Close Order,2026-03-14T18:22:35.778747+00:00,
ORD-00047,Receive Order,2026-03-01T08:38:47.908173+00:00,
ORD-00047,Credit Check,2026-03-01T13:11:06.112095+00:00,Credit Team
ORD-00047,Approve Order,2026-03-01T14:41:38.521090+00:00,Sales Manager
ORD-00047,Ship Item,2026-03-02T08:45:31.987535+00:00,Warehouse
ORD-00047,Send Invoice,2026-03-02T08:52:34.126927+00:00,Finance
ORD-00047,Payment Received,2026-03-05T13:19:26.537898+00:00,Finance
ORD-00047,Close Order,2026-03-05T13:24:34.245189+00:00,
ORD-00048,Receive Order,2026-03-10T15:13:21.151678+00:00,
ORD-00048,Credit Check,2026-03-10T18:04:36.874095+00:00,Credit Team
ORD-00048,Approve Order,2026-03-10T19:48:39.370356+00:00,Sales Manager
ORD-00048,Ship Item,2026-03-11T13:21:55.023334+00:00,Warehouse
ORD-00048,Send Invoice,2026-03-11T13:25:37.197359+00:00,Finance
ORD-00048,Payment Received,2026-03-14T09:57:50.366248+00:00,Finance
ORD-00048,Close Order,2026-03-14T10:22:56.077145+00:00,
ORD-00049,Receive Order,2026-03-06T23:14:34.465434+00:00,
ORD-00049,Credit Check,2026-03-07T00:41:51.236009+00:00,Credit Team
ORD-00049,Approve Order,2026-03-07T01:41:00.047912+00:00,Sales Manager
ORD-00049,Ship Item,2026-03-08T00:18:42.159848+00:00,Warehouse
ORD-00049,Send Invoice,2026-03-08T00:25:47.911538+00:00,Finance
ORD-00049,Payment Received,2026-03-14T10:26:02.306446+00:00,Finance
ORD-00049,Close Order,2026-03-14T11:03:21.229248+00:00,
ORD-00050,Receive Order,2026-03-05T13:10:20.473206+00:00,
ORD-00050,Credit Check,2026-03-05T13:40:31.433578+00:00,Credit Team
ORD-00050,Approve Order,2026-03-05T14:25:38.989994+00:00,Sales Manager
ORD-00050,Ship Item,2026-03-06T01:18:53.728813+00:00,Warehouse
ORD-00050,Send Invoice,2026-03-06T01:25:06.920595+00:00,Finance
ORD-00050,Payment Received,2026-03-10T23:41:46.315923+00:00,Finance
ORD-00050,Close Order,2026-03-11T00:10:12.374116+00:00,
ORD-00051,Receive Order,2026-03-07T12:35:47.781575+00:00,
ORD-00051,Credit Check,2026-03-07T16:38:43.808595+00:00,Credit Team
ORD-00051,Approve Order,2026-03-07T18:28:21.247798+00:00,Sales Manager
ORD-00051,Ship Item,2026-03-08T13:46:52.097936+00:00,Warehouse
ORD-00051,Send Invoice,2026-03-08T13:49:23.731290+00:00,Finance
ORD-00051,Payment Received,2026-03-10T02:02:01.737528+00:00,Finance
ORD-00051,Close Order,2026-03-10T02:33:26.437643+00:00,
ORD-00052,Receive Order,2026-03-10T04:42:25.704315+00:00,
ORD-00052,Credit Check,2026-03-10T11:20:43.137857+00:00,Credit Team
ORD-00052,Approve Order,2026-03-10T12:54:35.308124+00:00,Sales Manager
ORD-00052,Ship Item,2026-03-11T05:23:02.789646+00:00,Warehouse
ORD-00052,Send Invoice,2026-03-11T05:26:04.095606+00:00,Finance
ORD-00052,Payment Received,2026-03-13T10:06:33.052731+00:00,Finance
ORD-00052,Close Order,2026-03-13T10:08:59.518604+00:00,
ORD-00053,Receive Order,2026-03-04T18:18:55.574040+00:00,
ORD-00053,Credit Check,2026-03-05T01:11:18.491795+00:00,Credit Team
ORD-00053,Approve Order,2026-03-05T01:33:57.309639+00:00,Sales Manager
ORD-00053,Ship Item,2026-03-05T12:05:53.025350+00:00,Warehouse
ORD-00053,Send Invoice,2026-03-05T12:12:33.098656+00:00,Finance
ORD-00053,Payment Received,2026-03-07T16:12:28.325382+00:00,Finance
ORD-00053,Close Order,2026-03-07T16:54:33.419429+00:00,
ORD-00054,Receive Order,2026-03-08T06:08:37.179900+00:00,
ORD-00054,Credit Check,2026-03-08T11:33:50.746200+00:00,Credit Team
ORD-00054,Approve Order,2026-03-08T11:49:25.678554+00:00,Sales Manager
ORD-00054,Ship Item,2026-03-09T06:05:45.537218+00:00,Warehouse
ORD-00054,Send Invoice,2026-03-09T06:13:41.362160+00:00,Finance
