case_id,activity,timestamp,resource
ORD-00026,Payment Received,2026-03-05T17:32:14.515192+00:00,Finance
ORD-00026,Close Order,2026-03-05T18:19:48.054618+00:00,
ORD-00027,Receive Order,2026-03-05T23:47:45.002613+00:00,
ORD-00027,Credit Check,2026-03-06T07:34:59.749416+00:00,Credit Team
ORD-00027,Approve Order,2026-03-06T08:31:33.531935+00:00,Sales Manager
ORD-00027,Ship Item,2026-03-06T18:45:28.360454+00:00,Warehouse
ORD-00027,Send Invoice,2026-03-06T18:54:59.630837+00:00,Finance
ORD-00027,Payment Received,2026-03-12T03:17:15.259102+00:00,Finance
ORD-00027,Close Order,2026-03-12T03:28:17.072058+00:00,
ORD-00028,Receive Order,2026-03-03T02:42:41.885251+00:00,
ORD-00028,Credit Check,2026-03-03T09:59:52.891836+00:00,Credit Team
ORD-00028,Approve Order,2026-03-03T11:39:33.854323+00:00,Sales Manager
ORD-00028,Ship Item,2026-03-03T16:01:17.087087+00:00,Warehouse
ORD-00028,Send Invoice,2026-03-03T16:09:43.402745+00:00,Finance
ORD-00028,Payment Received,2026-03-10T13:19:34.003828+00:00,Finance
ORD-00028,Close Order,2026-03-10T13:59:20.733584+00:00,
ORD-00029,Receive Order,2026-03-06T05:47:24.605117+00:00,
ORD-00029,Credit Check,2026-03-06T07:16:21.169121+00:00,Credit Team
ORD-00029,Approve Order,2026-03-06T07:32:50.899631+00:00,Sales Manager
ORD-00029,Ship Item,2026-03-07T06:52:40.606306+00:00,Warehouse
ORD-00029,Send Invoice,2026-03-07T06:59:31.430628+00:00,Finance
ORD-00029,Payment Received,2026-03-11T10:49:11.045444+00:00,Finance
ORD-00029,Close Order,2026-03-11T11:45:16.077254+00:00,
ORD-00030,Receive Order,2026-03-07T09:50:05.113005+00:00,
ORD-00030,Credit Check,2026-03-07T16:31:51.304804+00:00,Credit Team
ORD-00030,Approve Order,2026-03-07T17:09:00.871529+00:00,Sales Manager
ORD-00030,Ship Item,2026-03-07T23:56:32.793910+00:00,Warehouse
ORD-00030,Send Invoice,2026-03-08T00:00:10.995902+00:00,Finance
ORD-00030,Payment Received,2026-03-10T10:38:26.617004+00:00,Finance
ORD-00030,Close Order,2026-03-10T11:14:02.604579+00:00,
ORD-00031,Receive Order,2026-03-04T23:11:28.219372+00:00,
ORD-00031,Credit Check,2026-03-05T00:40:27.208638+00:00,Credit Team
ORD-00031,Approve Order,2026-03-05T02:31:00.316093+00:00,Sales Manager
ORD-00031,Ship Item,2026-03-05T11:39:13.633276+00:00,Warehouse
ORD-00031,Send Invoice,2026-03-05T11:44:21.040209+00:00,Finance
ORD-00031,Payment Received,2026-03-09T23:44:29.043635+00:00,Finance
ORD-00031,Close Order,2026-03-10T00:38:50.254217+00:00,
ORD-00032,Receive Order,2026-03-07T05:24:32.209310+00:00,
ORD-00032,Credit Check,2026-03-07T09:40:16.730720+00:00,Credit Team
ORD-00032,Approve Order,2026-03-07T10:51:07.227983+00:00,Sales Manager
ORD-00032,Ship Item,2026-03-07T23:53:33.573270+00:00,Warehouse
ORD-00032,Send Invoice,2026-03-07T23:54:43.673899+00:00,Finance
ORD-00032,Payment Received,2026-03-11T15:17:24.428479+00:00,Finance
ORD-00032,Close Order,2026-03-11T15:29:12.630400+00:00,
ORD-00033,Receive Order,2026-03-01T09:23:28.530924+00:00,
ORD-00033,Credit Check,2026-03-01T11:11:01.892154+00:00,Credit Team
ORD-00033,Approve Order,2026-03-01T12:15:44.897629+00:00,Sales Manager
ORD-00033,Ship Item,2026-03-02T05:56:30.900422+00:00,Warehouse
ORD-00033,Send Invoice,2026-03-02T06:02:31.397259+00:00,Finance
ORD-00033,Payment Received,2026-03-05T04:59:00.544363+00:00,Finance
ORD-00033,Close Order,2026-03-05T05:30:35.498806+00:00,
ORD-00034,Receive Order,2026-03-09T02:41:50.717249+00:00,
ORD-00034,Credit Check,2026-03-09T03:59:35.671511+00:00,Credit Team
ORD-00034,Approve Order,2026-03-09T05:13:25.537153+00:00,Sales Manager
ORD-00034,Clarify Details,2026-03-09T05:35:51.020116+00:00,
ORD-00034,Approve Order,2026-03-09T06:19:55.597660+00:00,Sales Manager
ORD-00034,Ship Item,2026-03-10T01:05:38.816637+00:00,Warehouse
ORD-00034,Send Invoice,2026-03-10T01:11:12.982193+00:00,Finance
ORD-00034,Payment Received,2026-03-14T10:04:33.496236+00:00,Finance
ORD-00034,Close Order,2026-03-14T10:50:23.871961+00:00,
ORD-00035,Receive Order,2026-03-14T02:38:31.908359+00:00,
ORD-00035,Credit Check,2026-03-14T07:44:10.161236+00:00,Credit Team
ORD-00035,Approve Order,2026-03-14T08:52:15.145960+00:00,Sales Manager
ORD-00035,Clarify Details,2026-03-14T09:27:51.630377+00:00,
ORD-00035,Approve Order,2026-03-14T10:55:35.835693+00:00,Sales Manager
ORD-00035,Ship Item,2026-03-14T22:19:50.067293+00:00,Warehouse
ORD-00035,Send Invoice,2026-03-14T22:25:38.041429+00:00,Finance
ORD-00035,Payment Received,2026-03-18T19:15:52.068697+00:00,Finance
ORD-00035,Close Order,2026-03-18T20:12:24.982688+00:00,
ORD-00036,Receive Order,2026-03-11T03:00:44.318801+00:00,
ORD-00036,Credit Check,2026-03-11T10:34:43.194685+00:00,Credit Team
ORD-00036,Approve Order,2026-03-11T11:16:58.626138+00:00,Sales Manager
ORD-00036,Clarify Details,2026-03-11T11:54:57.167557+00:00,
ORD-00036,Approve Order,2026-03-11T13:48:59.749871+00:00,Sales Manager
ORD-00036,Ship Item,2026-03-12T10:08:11.731936+00:00,Warehouse
ORD-00036,Send Invoice,2026-03-12T10:10:25.784531+00:00,Finance
ORD-00036,Payment Received,2026-03-14T03:41:14.605684+00:00,Finance
ORD-00036,Close Order,2026-03-14T04:08:19.703716+00:00,
ORD-00037,Receive Order,2026-03-02T08:24:29.515446+00:00,
ORD-00037,Credit Check,2026-03-02T09:27:23.776154+00:00,Credit Team
ORD-00037,Approve Order,2026-03-02T10:52:41.450669+00:00,Sales Manager
ORD-00037,Clarify Details,2026-03-02T11:41:53.258721+00:00,
ORD-00037,Approve Order,2026-03-02T13:31:04.525248+00:00,Sales Manager
ORD-00037,Ship Item,2026-03-02T18:04:12.705696+00:00,Warehouse
ORD-00037,Send Invoice,2026-03-02T18:11:39.410433+00:00,Finance
ORD-00037,Payment Received,2026-03-07T17:16:16.387908+00:00,Finance
ORD-00037,Close Order,2026-03-07T17:25:42.533561+00:00,
ORD-00038,Receive Order,2026-03-13T16:42:46.806340+00:00,
ORD-00038,Credit Check,2026-03-13T18:51:35.677772+00:00,Credit Team
ORD-00038,Approve Order,2026-03-13T20:46:36.453784+00:00,Sales Manager
ORD-00038,Clarify Details,2026-03-13T21:16:31.224408+00:00,
ORD-00038,Approve Order,2026-03-13T22:22:40.967290+00:00,Sales Manager
ORD-00038,Ship Item,2026-03-14T22:08:42.323743+00:00,Warehouse
ORD-00038,Send Invoice,2026-03-14T22:17:11.843865+00:00,Finance
ORD-00038,Payment Received,2026-03-16T21:32:15.849307+00:00,Finance
ORD-00038,Close Order,2026-03-16T21:58:43.436543+00:00,
ORD-00039,Receive Order,2026-03-08T13:16:57.265795+00:00,
ORD-00039,Credit Check,2026-03-08T15:15:02.371781+00:00,Credit Team
ORD-00039,Approve Order,2026-03-08T16:03:29.082862+00:00,Sales Manager
ORD-00039,Clarify Details,2026-03-08T16:49:35.535367+00:00,
ORD-00039,Approve Order,2026-03-08T17:06:38.277814+00:00,Sales Manager
ORD-00039,Ship Item,2026-03-09T06:51:13.638333+00:00,Warehouse
ORD-00039,Send Invoice,2026-03-09T06:56:11.485708+00:00,Finance
ORD-00039,Payment Received,2026-03-10T09:32:25.184569+00:00,Finance
ORD-00039,Close Order,2026-03-10T09:52:58.687097+00:00,
ORD-00040,Receive Order,2026-03-10T01:41:25.131528+00:00,
ORD-00040,Credit Check,2026-03-10T02:40:20.982928+00:00,Credit Team
ORD-00040,Approve Order,2026-03-10T04:38:47.007366+00:00,Sales Manager
ORD-00040,Clarify Details,2026-03-10T05:28:12.096534+00:00,
ORD-00040,Approve Order,2026-03-10T07:25:13.781073+00:00,Sales Manager
ORD-00040,Ship Item,2026-03-10T10:49:49.531479+00:00,Warehouse
ORD-00040,Send Invoice,2026-03-10T10:53:12.936186+00:00,Finance
ORD-00040,Payment Received,2026-03-11T16:35:15.453837+00:00,Finance
ORD-00040,Close Order,2026-03-11T17:22:13.104739+00:00,
ORD-00041,Receive Order,2026-03-05T02:53:42.692896+00:00,
ORD-00041,Credit Check,2026-03-05T06:33:43.555790+00:00,Credit Team
ORD-00041,Approve Order,2026-03-05T08:24:25.462832+00:00,Sales Manager
ORD-00041,Clarify Details,2026-03-05T09:15:22.399771+00:00,
ORD-00041,Approve Order,2026-03-05T09:57:31.636564+00:00,Sales Manager
ORD-00041,Ship Item,2026-03-05T14:23:39.302609+00:00,Warehouse
ORD-00041,Send Invoice,2026-03-05T14:32:55.655224+00:00,Finance
ORD-00041,Payment Received,2026-03-10T00:42:52.064548+00:00,Finance
ORD-00041,Close Order,2026-03-10T01:25:11.542309+00:00,
ORD-00042,Receive Order,2026-03-02T14:04:47.292974+00:00,
ORD-00042,Credit Check,2026-03-02T19:44:28.843400+00:00,Credit Team
ORD-00042,Approve Order,2026-03-02T20:44:08.340757+00:00,Sales Manager
ORD-00042,Clarify Details,2026-03-02T20:57:45.583041+00:00,
ORD-00042,Approve Order,2026-03-02T22:51:17.186208+00:00,Sales Manager
ORD-00042,Ship Item,2026-03-03T14:26:48.777329+00:00,Warehouse
ORD-00042,Send Invoice,2026-03-03T14:35:01.656768+00:00,Finance
ORD-00042,Payment Received,2026-03-05T02:38:33.782368+00:00,Finance
ORD-00042,Close Order,2026-03-05T03:30:04.831741+00:00,
ORD-00043,Receive Order,2026-03-02T06:27:33.684177+00:00,
ORD-00043,Credit Check,2026-03-02T10:21:45.569243+00:00,Credit Team
ORD-00043,Reject Order,2026-03-02T10:35:14.296909+00:00,
ORD-00043,Close Order,2026-03-02T11:08:52.143888+00:00,
ORD-00044,Receive Order,2026-03-14T07:23:43.452352+00:00,
ORD-00044,Credit Check,2026-03-14T08:51:52.521949+00:00,Credit Team
ORD-00044,Reject Order,2026-03-14T09:10:02.894489+00:00,
ORD-00044,Close Order,2026-03-14T09:25:06.958529+00:00,
ORD-00045,Receive Order,2026-03-02T20:48:11.239942+00:00,
ORD-00045,Credit Check,2026-03-02T21:40:51.492307+00:00,Credit Team
ORD-00045,Reject Order,2026-03-02T21:50:54.144680+00:00,
ORD-00045,Close Order,2026-03-02T22:10:18.597790+00:00,
ORD-00046,Receive Order,2026-03-05T14:32:56.808856+00:00,
ORD-00046,Credit Check,2026-03-05T17:13:25.751394+00:00,Credit Team
ORD-00046,Reject Order,2026-03-05T17:30:55.884294+00:00,
ORD-00046,Close Order,2026-03-05T17:42:25.649884+00:00,
ORD-00047,Receive Order,2026-03-06T04:36:36.795512+00:00,
ORD-00047,Credit Check,2026-03-06T06:59:18.911929+00:00,Credit Team
ORD-00047,Reject Order,2026-03-06T07:04:41.931105+00:00,
ORD-00047,Close Order,2026-03-06T07:48:57.035662+00:00,
ORD-00048,Receive Order,2026-03-09T01:10:54.494801+00:00,
ORD-00048,Credit Check,2026-03-09T05:14:33.032041+00:00,Credit Team
ORD-00048,Reject Order,2026-03-09T05:42:54.996301+00:00,
ORD-00048,Close Order,2026-03-09T05:50:11.232262+00:00,
ORD-00049,Receive Order,2026-03-12T19:12:09.524378+00:00,
ORD-00049,Credit Check,2026-03-12T23:24:54.566861+00:00,Credit Team
ORD-00049,Approve Order,2026-03-13T01:07:32.634641+00:00,Sales Manager
ORD-00049,Ship Item,2026-03-13T11:10:00.161697+00:00,Warehouse
ORD-00049,Send Invoice,2026-03-13T11:15:33.772111+00:00,Finance
ORD-00049,Payment Overdue,2026-03-15T20:16:15.544038+00:00,Finance
ORD-00049,Send Reminder,2026-03-16T19:52:01.620784+00:00,Finance
ORD-00049,Payment Received,2026-03-19T21:12:59.698600+00:00,Finance
ORD-00049,Close Order,2026-03-19T22:03:05.992963+00:00,
ORD-00050,Receive Order,2026-03-11T05:31:07.680299+00:00,
ORD-00050,Credit Check,2026-03-11T09:03:14.518434+00:00,Credit Team
ORD-00050,Approve Order,2026-03-11T09:54:44.097169+00:00,Sales Manager
ORD-00050,Ship Item,2026-03-11T12:09:47.468015+00:00,Warehouse
ORD-00050,Send Invoice,2026-03-11T12:11:57.570049+00:00,Finance
ORD-00050,Payment Overdue,2026-03-12T15:35:38.472582+00:00,Finance
ORD-00050,Send Reminder,2026-03-13T09:38:04.098192+00:00,Finance
ORD-00050,Payment Received,2026-03-15T22:26:23.963909+00:00,Finance
ORD-00050,Close Order,2026-03-15T22:37:01.856591+00:00,
ORD-00051,Receive Order,2026-03-02T12:27:34.806584+00:00,
ORD-00051,Credit Check,2026-03-02T19:29:19.327758+00:00,Credit Team
ORD-00051,Approve Order,2026-03-02T20:54:43.750535+00:00,Sales Manager
ORD-00051,Ship Item,2026-03-03T04:23:47.826310+00:00,Warehouse
ORD-00051,Send Invoice,2026-03-03T04:26:58.621294+00:00,Finance
ORD-00051,Payment Overdue,2026-03-04T18:30:59.128812+00:00,Finance
ORD-00051,Send Reminder,2026-03-05T06:05:01.832525+00:00,Finance
ORD-00051,Payment Received,2026-03-07T04:46:06.908532+00:00,Finance
ORD-00051,Close Order,2026-03-07T05:13:25.127645+00:00,
ORD-00052,Receive Order,2026-03-05T00:31:49.642608+00:00,
ORD-00052,Credit Check,2026-03-05T08:19:30.463553+00:00,Credit Team
ORD-00052,Approve Order,2026-03-05T09:31:57.025810+00:00,Sales Manager
ORD-00052,Ship Item,2026-03-05T16:09:17.195508+00:00,Warehouse
ORD-00052,Send Invoice,2026-03-05T16:18:58.655564+00:00,Finance
ORD-00052,Payment Overdue,2026-03-07T07:10:28.535739+00:00,Finance
ORD-00052,Send Reminder,2026-03-07T16:22:33.684068+00:00,Finance
ORD-00052,Payment Received,2026-03-08T16:31:47.809575+00:00,Finance
ORD-00052,Close Order,2026-03-08T16:55:18.767762+00:00,
ORD-00053,Receive Order,2026-03-07T23:31:49.595062+00:00,
ORD-00053,Credit Check,2026-03-08T01:32:16.056525+00:00,Credit Team
ORD-00053,Approve Order,2026-03-08T02:40:15.891054+00:00,Sales Manager
ORD-00053,Ship Item,2026-03-08T03:47:05.795063+00:00,Warehouse
